ID,Domain,User Input,Bot Response,Context ID,Context,Intent
2751,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,2750,How do I get a bank statement?,ask_investment_info
2207,Finance,How can I improve my credit score?,You can improve your credit score by paying bills on time.,2206,What is a credit score?,ask_credit_score
1106,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,1105,Do you offer international shipping?,report_damaged_item
373,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,372,How do I open a savings account?,ask_interest_rate
2358,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",2357,How can I improve my credit score?,home_loan_documents
1950,Finance,How do I get a bank statement?,You can download it from your online banking portal.,1949,Can I invest in stocks through your bank?,get_bank_statement
1860,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",1859,I forgot my account password.,request_gift_receipt
2017,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2016,The product I received is damaged.,update_address
2623,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,2622,How do I open a savings account?,ask_interest_rate
618,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",617,How can I improve my credit score?,home_loan_documents
1035,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",1034,What is the refund policy?,ask_shipping_info
2381,E-commerce,I want to return my order.,"Sure, may I have your order number?",2380,Can I get a gift receipt?,initiate_return
2485,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",2484,What is the refund policy?,ask_shipping_info
2388,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2387,How do I change my delivery address?,ask_payment_options
2117,E-commerce,How do I change my delivery address?,You can change it from your account settings.,2116,The product I received is damaged.,update_address
2423,Finance,What is the current interest rate?,The current interest rate is 3.5% per annum.,2422,How do I open a savings account?,ask_interest_rate
1389,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,1388,What payment methods do you accept?,reset_password
2572,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,2571,What is a mutual fund?,open_account
2856,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,2855,Is there a fee for early loan repayment?,ask_credit_score
2700,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2699,Can I invest in stocks through your bank?,get_bank_statement
2410,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2409,Can I invest in stocks through your bank?,get_bank_statement
287,E-commerce,How do I change my delivery address?,You can change it from your account settings.,286,The product I received is damaged.,update_address
2225,E-commerce,Do you offer international shipping?,"Yes, we ship to over 100 countries.",2224,What is the refund policy?,ask_shipping_info
2334,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",2333,What is the current interest rate?,apply_loan
2282,E-commerce,Where is my package?,Let me check the tracking information for you.,2281,I want to return my order.,track_order
536,E-commerce,The product I received is damaged.,We're sorry to hear that. We'll send a replacement.,535,Do you offer international shipping?,report_damaged_item
1699,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,1698,What payment methods do you accept?,reset_password
2628,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",2627,How can I improve my credit score?,home_loan_documents
778,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",777,How can I improve my credit score?,home_loan_documents
2971,Finance,What is a mutual fund?,A mutual fund pools money from many investors to purchase securities.,2970,How do I get a bank statement?,ask_investment_info
1680,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",1679,I forgot my account password.,request_gift_receipt
2958,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",2957,How can I improve my credit score?,home_loan_documents
157,E-commerce,How do I change my delivery address?,You can change it from your account settings.,156,The product I received is damaged.,update_address
1477,E-commerce,How do I change my delivery address?,You can change it from your account settings.,1476,The product I received is damaged.,update_address
2719,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,2718,What payment methods do you accept?,reset_password
218,Finance,What documents are needed for a home loan?,"You will need ID, income proof, and address verification.",217,How can I improve my credit score?,home_loan_documents
1864,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",1863,What is the current interest rate?,apply_loan
333,E-commerce,Can I cancel my order?,"If it hasn’t shipped yet, yes you can cancel it.",332,Where is my package?,cancel_order
1608,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",1607,How do I change my delivery address?,ask_payment_options
39,E-commerce,I forgot my account password.,Click on 'Forgot Password' to reset it.,38,What payment methods do you accept?,reset_password
2718,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",2717,How do I change my delivery address?,ask_payment_options
1536,Finance,What is a credit score?,A credit score is a number that represents your creditworthiness.,1535,Is there a fee for early loan repayment?,ask_credit_score
2560,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2559,Can I invest in stocks through your bank?,get_bank_statement
965,Finance,Is there a fee for early loan repayment?,"Yes, there may be a small prepayment penalty.",964,Can I apply for a personal loan?,loan_prepayment_fee
50,E-commerce,Can I get a gift receipt?,"Yes, we offer gift receipts during checkout.",49,I forgot my account password.,request_gift_receipt
1264,Finance,Can I apply for a personal loan?,"Yes, you can apply for a personal loan through our website.",1263,What is the current interest rate?,apply_loan
62,Finance,How do I open a savings account?,You can open a savings account online or at any of our branches.,61,What is a mutual fund?,open_account
1382,E-commerce,Where is my package?,Let me check the tracking information for you.,1381,I want to return my order.,track_order
1088,E-commerce,What payment methods do you accept?,"We accept credit cards, PayPal, and more.",1087,How do I change my delivery address?,ask_payment_options
2020,Finance,How do I get a bank statement?,You can download it from your online banking portal.,2019,Can I invest in stocks through your bank?,get_bank_statement
